OID_,Name,TargetFacilityCount,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters,Attr_WalkTime,Attr_Length,Cutoff_WalkTime,Cutoff_Length
114,Location 114,,1,9445,0.837087779858904,2,0,0,11887491.413376379758120,-685810.005982893751934,0.000000000000000,8.512690669363842,0.000000000000000,0.000000000000000,,
115,Location 115,,1,16658,0.630798941047922,1,0,0,11894887.057664979249239,-686837.874572304543108,0.000000000000000,1.589220142764026,0.000000000000000,0.000000000000000,,
116,Location 116,,1,13951,0.469252229374076,2,0,0,11895701.485515797510743,-686925.215824593324214,0.000000000000000,22.075455742342800,0.000000000000000,0.000000000000000,,
117,Location 117,,1,15511,0.629722196843071,2,0,0,11893875.975228320807219,-686855.226787047577091,0.000000000000000,36.733409334209348,0.000000000000000,0.000000000000000,,
118,Location 118,,1,15331,0.909830684642769,1,0,0,11896833.050085755065084,-687447.867550658178516,0.000000000000000,6.147232523548748,0.000000000000000,0.000000000000000,,
119,Location 119,,1,15086,0.839819665374611,2,0,0,11891642.799208985641599,-687519.699447756516747,0.000000000000000,6.087451559751213,0.000000000000000,0.000000000000000,,
120,Location 120,,1,16756,0.719808107303802,1,0,0,11889468.833299998193979,-687440.626600001007318,0.000000000000000,74.308230233991395,0.000000000000000,0.000000000000000,,
121,Location 121,,1,15273,0.654047601661350,1,0,0,11892578.053102545440197,-686258.512778625357896,0.000000000000000,13.552679202046825,0.000000000000000,0.000000000000000,,
122,Location 122,,1,12416,0.523994203455035,2,0,0,11893148.162583310157061,-685876.913398749427870,0.000000000000000,46.724406577894342,0.000000000000000,0.000000000000000,,
123,Location 123,,1,14513,0.184011776952376,1,0,0,11891890.342056287452579,-688872.576315591693856,0.000000000000000,15.620444074020108,0.000000000000000,0.000000000000000,,
124,Location 124,,1,12935,0.340135755145907,2,0,0,11889826.591935209929943,-688483.742675875895657,0.000000000000000,29.220770092588417,0.000000000000000,0.000000000000000,,
125,Location 125,,1,12270,0.909717869590296,1,0,0,11890672.576867168769240,-688704.418706763186492,0.000000000000000,69.682939783714360,0.000000000000000,0.000000000000000,,
126,Location 126,,1,13536,0.638277932704858,2,0,0,11894097.014653887599707,-690790.323115369305015,0.000000000000000,18.936494084002298,0.000000000000000,0.000000000000000,,
127,Location 127,,1,14103,0.527312816782168,2,0,0,11894763.115218911319971,-690769.400684133754112,0.000000000000000,24.789071111102544,0.000000000000000,0.000000000000000,,
128,Location 128,,1,15737,0.518897392245861,2,0,0,11894055.257922194898129,-689623.105945506831631,0.000000000000000,56.606503749261009,0.000000000000000,0.000000000000000,,
129,Location 129,,1,13667,0.186721087696354,2,0,0,11893386.808691229671240,-689617.464646990410984,0.000000000000000,29.642103990046841,0.000000000000000,0.000000000000000,,
130,Location 130,,1,16681,0.171907230015240,1,0,0,11896022.029277605935931,-689286.090096508967690,0.000000000000000,0.427487629103827,0.000000000000000,0.000000000000000,,
