OID_,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,JUMLAH_KK,LUAS_WILAY,KEPADATAN,GENERATED,KODE_DES_1,LUAS_DESA,KODE_DES_3,DESA_KEL_1,KODE_12,SUM_Covered_Area,CoverageRate,Pop_Terlayani,PCSB_Persen,Shape_Length,Shape_Area
194,25532.000000000000000,3174031003,PELA MAMPANG,317403.000000000000000,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,53495.000000000000000,17293.000000000000000,1.980000000000000,27028.000000000000000,30 Juni 2019,3174031003,25531.000000000000000,3174031003,PELA MAMPANG,317403.000000000000000,316601.697248892684001,0.161830460842128,8657.120502749652587,16.183046084212830,6960.388258568505989,1956378.883983617648482
195,25533.000000000000000,3174031004,TEGAL PARANG,317403.000000000000000,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,39961.000000000000000,12942.000000000000000,1.060000000000000,37862.000000000000000,30 Juni 2019,3174031004,25532.000000000000000,3174031004,TEGAL PARANG,317403.000000000000000,475765.412890544917900,0.456040145795743,18223.820266143706249,45.604014579574347,4489.977204401123345,1043253.353827227023430
196,25534.000000000000000,3174031005,KUNINGAN BARAT,317403.000000000000000,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,15788.000000000000000,5268.000000000000000,0.990000000000000,15984.000000000000000,30 Juni 2019,3174031005,25533.000000000000000,3174031005,KUNINGAN BARAT,317403.000000000000000,908878.190851960913278,0.930890625419297,14696.901194119862339,93.089062541929707,5657.918620724673929,976353.364857916603796
197,25535.000000000000000,3174041001,PASAR MINGGU,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,30208.000000000000000,10009.000000000000000,1.920000000000000,15773.000000000000000,30 Juni 2019,3174041001,25534.000000000000000,3174041001,PASAR MINGGU,317404.000000000000000,,,,,8344.886630281776888,1892778.473959270166233
198,25537.000000000000000,3174041003,CILANDAK TIMUR,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,31320.000000000000000,10588.000000000000000,3.890000000000000,8060.000000000000000,30 Juni 2019,3174041003,25536.000000000000000,3174041003,CILANDAK TIMUR,317404.000000000000000,,,,,11476.359465550343884,3840380.939544048625976
199,25543.000000000000000,3174051002,PONDOK PINANG,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,67733.000000000000000,21208.000000000000000,6.870000000000000,9860.000000000000000,30 Juni 2019,3174051002,25542.000000000000000,3174051002,PONDOK PINANG,317405.000000000000000,2383566.820199779234827,0.351097275691566,23780.871774416831613,35.109727569156590,13610.245637958545558,6788792.146050552837551
200,25545.000000000000000,3174051004,GROGOL UTARA,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,52471.000000000000000,16968.000000000000000,3.340000000000000,15720.000000000000000,30 Juni 2019,3174051004,25544.000000000000000,3174051004,GROGOL UTARA,317405.000000000000000,1006590.990560117876157,0.305063795894957,16007.002434404286760,30.506379589495698,8121.967918169500081,3299608.159627402666956
201,25547.000000000000000,3174051006,KEBAYORAN LAMA SELATAN,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,50130.000000000000000,16077.000000000000000,2.360000000000000,21235.000000000000000,30 Juni 2019,3174051006,25546.000000000000000,3174051006,KEBAYORAN LAMA SELATAN,317405.000000000000000,1168516.167037256062031,0.500812184070956,25105.714787477001664,50.081218407095548,10430.618202663510601,2333242.287505563814193
202,25548.000000000000000,3174061001,CILANDAK BARAT,317406.000000000000000,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,62119.000000000000000,20313.000000000000000,5.940000000000000,10458.000000000000000,30 Juni 2019,3174061001,25547.000000000000000,3174061001,CILANDAK BARAT,317406.000000000000000,,,,,11528.370324766621707,5869836.547640797682106
203,25549.000000000000000,3174061002,LEBAK BULUS,317406.000000000000000,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,44645.000000000000000,14000.000000000000000,4.410000000000000,10125.000000000000000,30 Juni 2019,3174061002,25548.000000000000000,3174061002,LEBAK BULUS,317406.000000000000000,442926.375090800574981,0.101648291720590,4538.087983865731076,10.164829172058978,13334.667281085732611,4346625.627665399573743
204,25553.000000000000000,3174071001,MELAWAI,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,3173.000000000000000,1082.000000000000000,1.290000000000000,2452.000000000000000,30 Juni 2019,3174071001,25552.000000000000000,3174071001,MELAWAI,317407.000000000000000,775976.481770675396547,0.606766534189274,1925.270212982567728,60.676653418927437,4709.527831123497890,1278871.589065948268399
205,25554.000000000000000,3174071002,GUNUNG,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,11180.000000000000000,3705.000000000000000,1.440000000000000,7785.000000000000000,30 Juni 2019,3174071002,25553.000000000000000,3174071002,GUNUNG,317407.000000000000000,1000299.765700556105003,0.704662205835420,7878.123461239993958,70.466220583541983,5323.975622050880702,1419545.076904003042728
206,25555.000000000000000,3174071003,KRAMAT PELA,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,17564.000000000000000,5935.000000000000000,1.270000000000000,13800.000000000000000,30 Juni 2019,3174071003,25554.000000000000000,3174071003,KRAMAT PELA,317407.000000000000000,745647.527501662494615,0.592727082058859,10410.658469281801445,59.272708205885912,5955.991331763023481,1257994.699487529927865
207,25556.000000000000000,3174071004,SELONG,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3381.000000000000000,1227.000000000000000,1.450000000000000,2335.000000000000000,30 Juni 2019,3174071004,25555.000000000000000,3174071004,SELONG,317407.000000000000000,799109.650768400868401,0.558419087734161,1888.014935629199954,55.841908773416151,5599.007969458284606,1431021.374833803158253
208,25557.000000000000000,3174071005,RAWA BARAT,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,6646.000000000000000,2247.000000000000000,0.660000000000000,10088.000000000000000,30 Juni 2019,3174071005,25556.000000000000000,3174071005,RAWA BARAT,317407.000000000000000,471784.925712330965325,0.724507251142231,4815.075191091266788,72.450725114223090,3499.054881539549115,651180.406634980230592
209,25560.000000000000000,3174071008,PETOGOGAN,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,14002.000000000000000,4652.000000000000000,0.860000000000000,16232.000000000000000,30 Juni 2019,3174071008,25559.000000000000000,3174071008,PETOGOGAN,317407.000000000000000,415296.131430679641198,0.487057101198859,6819.773530986429250,48.705710119885943,4410.830050194093019,852664.158235424314626
210,25562.000000000000000,3174071010,CIPETE UTARA,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,41755.000000000000000,13721.000000000000000,1.740000000000000,24002.000000000000000,30 Juni 2019,3174071010,25561.000000000000000,3174071010,CIPETE UTARA,317407.000000000000000,,,,,6210.681476826901417,1719419.267275498015806
211,25563.000000000000000,3174081001,PANCORAN,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,23908.000000000000000,7605.000000000000000,1.420000000000000,16833.000000000000000,30 Juni 2019,3174081001,25562.000000000000000,3174081001,PANCORAN,317408.000000000000000,601620.020303186844103,0.428519890084386,10245.053532137495495,42.851989008438579,5158.843669288047749,1403948.881572874030098
212,25566.000000000000000,3174081004,DUREN TIGA,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,34105.000000000000000,11125.000000000000000,2.010000000000000,16956.000000000000000,30 Juni 2019,3174081004,25565.000000000000000,3174081004,DUREN TIGA,317408.000000000000000,799110.442178863100708,0.401940804535549,13708.191138684884208,40.194080453554861,8876.497478327721183,1988129.679313463857397
213,25567.000000000000000,3174081005,PENGADEGAN,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,25641.000000000000000,8409.000000000000000,0.950000000000000,26866.000000000000000,30 Juni 2019,3174081005,25566.000000000000000,3174081005,PENGADEGAN,317408.000000000000000,114945.282214383812970,0.121843310122821,3124.184314859262940,12.184331012282138,5308.919002327005728,943386.075211415416561
214,25568.000000000000000,3174081006,CIKOKO,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,13083.000000000000000,4352.000000000000000,0.700000000000000,18683.000000000000000,30 Juni 2019,3174081006,25567.000000000000000,3174081006,CIKOKO,317408.000000000000000,657000.719150181626901,0.949143854023614,12417.649042190947512,94.914385402361447,4339.199669637948318,692203.520708473515697
215,25570.000000000000000,3174091002,SRENGSENG SAWAH,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,70377.000000000000000,21938.000000000000000,5.650000000000000,12455.000000000000000,30 Juni 2019,3174091002,25569.000000000000000,3174091002,SRENGSENG SAWAH,317409.000000000000000,,,,,13296.255470599235196,5501817.839877620339394
216,25571.000000000000000,3174091003,CIGANJUR,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,46102.000000000000000,14266.000000000000000,3.690000000000000,12491.000000000000000,30 Juni 2019,3174091003,25570.000000000000000,3174091003,CIGANJUR,317409.000000000000000,,,,,10454.944074415408977,3626258.644819679204375
217,25573.000000000000000,3174091005,TANJUNG BARAT,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,48232.000000000000000,14771.000000000000000,3.600000000000000,13400.000000000000000,30 Juni 2019,3174091005,25572.000000000000000,3174091005,TANJUNG BARAT,317409.000000000000000,,,,,10525.944042887444084,3557107.307817697990686
218,25575.000000000000000,3174101001,PESANGGRAHAN,317410.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,33717.000000000000000,10401.000000000000000,1.940000000000000,17408.000000000000000,30 Juni 2019,3174101001,25574.000000000000000,3174101001,PESANGGRAHAN,317410.000000000000000,,,,,8227.292704586436230,1875670.431728604016826
219,25577.000000000000000,3174101003,PETUKANGAN UTARA,317410.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,65647.000000000000000,20317.000000000000000,2.820000000000000,23267.000000000000000,30 Juni 2019,3174101003,25576.000000000000000,3174101003,PETUKANGAN UTARA,317410.000000000000000,808863.112211901345290,0.290040882548621,19040.313816669331572,29.004088254862115,8868.664051916932294,2774145.444654044229537
220,25586.000000000000000,3175021001,PULO GADUNG,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,PULO GADUNG,42357.000000000000000,14363.000000000000000,1.790000000000000,23713.000000000000000,30 Juni 2019,3175021001,25585.000000000000000,3175021001,PULO GADUNG,317502.000000000000000,786319.360219665104523,0.445208352790979,18857.690199167478568,44.520835279097852,5712.323986162535221,1766182.854866047389805
221,25579.000000000000000,3174101005,ULUJAMI,317410.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,50117.000000000000000,15407.000000000000000,2.100000000000000,23894.000000000000000,30 Juni 2019,3174101005,25578.000000000000000,3174101005,ULUJAMI,317410.000000000000000,587865.853253430570476,0.283554126787028,14210.882172185489253,28.355412678702812,10365.158637290669503,2073205.067277398658916
222,25581.000000000000000,3175011002,UTAN KAYU UTARA,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,34735.000000000000000,11601.000000000000000,1.030000000000000,33763.000000000000000,30 Juni 2019,3175011002,25580.000000000000000,3175011002,UTAN KAYU UTARA,317501.000000000000000,872710.171370678814128,0.857989074353472,29802.250497667868331,85.798907435347246,4895.692338408392970,1017157.675838932045735
223,25582.000000000000000,3175011003,KAYU MANIS,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,31146.000000000000000,10587.000000000000000,0.550000000000000,56445.000000000000000,30 Juni 2019,3175011003,25581.000000000000000,3175011003,KAYU MANIS,317501.000000000000000,259577.071349927224219,0.475822809651200,14819.977229396261464,47.582280965119956,3947.664827795819292,545533.056454962817952
224,25583.000000000000000,3175011004,PALMERIAM,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PALMERIAM,24456.000000000000000,8471.000000000000000,0.650000000000000,37648.000000000000000,30 Juni 2019,3175011004,25582.000000000000000,3175011004,PALMERIAM,317501.000000000000000,639502.426043134531938,0.995761524711459,24352.343848343436548,99.576152471145889,4245.779146648763344,642224.475738641922362
225,25590.000000000000000,3175021005,RAWAMANGUN,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,RAWAMANGUN,46034.000000000000000,15286.000000000000000,2.660000000000000,17335.000000000000000,30 Juni 2019,3175021005,25589.000000000000000,3175021005,RAWAMANGUN,317502.000000000000000,1933309.804314747685567,0.736363151214438,33897.741303005423106,73.636315121443758,7067.520567955793922,2625484.180955839809030
226,25591.000000000000000,3175021006,KAYU PUTIH,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,KAYU PUTIH,49147.000000000000000,16979.000000000000000,3.890000000000000,12624.000000000000000,30 Juni 2019,3175021006,25590.000000000000000,3175021006,KAYU PUTIH,317502.000000000000000,1768496.833155125612393,0.459405854449841,22578.419528646329127,45.940585444984087,7850.759448751597120,3849530.466938827652484
227,25593.000000000000000,3175031001,KAMPUNG MELAYU,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,31954.000000000000000,10346.000000000000000,0.470000000000000,67768.000000000000000,30 Juni 2019,3175031001,25592.000000000000000,3175031001,KAMPUNG MELAYU,317503.000000000000000,346932.446812849666458,0.744260560442292,23782.101948373016057,74.426056044229256,5324.195626931090374,466143.800452421186492
228,25594.000000000000000,3175031002,BIDARA CINA,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,45194.000000000000000,15491.000000000000000,1.270000000000000,35498.000000000000000,30 Juni 2019,3175031002,25593.000000000000000,3175031002,BIDARA CINA,317503.000000000000000,1246169.362400756683201,0.990156749760261,44749.144148665240209,99.015674976026119,6976.209909992749999,1258557.669441966572776
229,25595.000000000000000,3175031003,BALI MESTER,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,11695.000000000000000,4193.000000000000000,0.680000000000000,17169.000000000000000,30 Juni 2019,3175031003,25594.000000000000000,3175031003,BALI MESTER,317503.000000000000000,673385.570716354879551,1.000000011497109,11695.000134458685352,100.000001149710855,4379.127029162951658,673385.563514136127196
230,25601.000000000000000,3175041001,KRAMATJATI,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,42031.000000000000000,13892.000000000000000,1.460000000000000,28690.000000000000000,30 Juni 2019,3175041001,25600.000000000000000,3175041001,KRAMATJATI,317504.000000000000000,452048.456230057636276,0.312189542140586,13121.638645710971105,31.218954214058602,6665.729864667715447,1447993.589794878149405
231,25627.000000000000000,3175081001,MAKASAR,317508.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,42584.000000000000000,13475.000000000000000,1.480000000000000,28755.000000000000000,30 Juni 2019,3175081001,25626.000000000000000,3175081001,MAKASAR,317508.000000000000000,12150.606574778761569,0.008301167454979,353.496914902821800,0.830116745497891,6528.779963756103825,1463722.622618010733277
232,25604.000000000000000,3175041004,BATU AMPAR,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,58890.000000000000000,18252.000000000000000,2.560000000000000,23048.000000000000000,30 Juni 2019,3175041004,25603.000000000000000,3175041004,BATU AMPAR,317504.000000000000000,218165.510675067926059,0.086391118187344,5087.572950052695887,8.639111818734413,8196.243817959250009,2525323.380718310363591
233,25607.000000000000000,3175041007,CAWANG,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CAWANG,40643.000000000000000,13619.000000000000000,2.030000000000000,20050.000000000000000,30 Juni 2019,3175041007,25606.000000000000000,3175041007,CAWANG,317504.000000000000000,1160365.465296653565019,0.579117277566461,23537.063512133670883,57.911727756646094,8362.942514301137635,2003679.573346146149561
234,25608.000000000000000,3175051001,GEDONG,317505.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,44099.000000000000000,13607.000000000000000,2.460000000000000,17894.000000000000000,30 Juni 2019,3175051001,25607.000000000000000,3175051001,GEDONG,317505.000000000000000,483412.465411391400266,0.198481822624817,8752.849895931783976,19.848182262481654,9514.389456327044172,2435550.316134297754616
235,25609.000000000000000,3175051002,BARU,317505.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,29389.000000000000000,8728.000000000000000,1.950000000000000,15050.000000000000000,30 Juni 2019,3175051002,25608.000000000000000,3175051002,BARU,317505.000000000000000,,,,,8079.299394922432839,1929664.631632392061874
236,25610.000000000000000,3175051003,CIJANTUNG,317505.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,50571.000000000000000,15503.000000000000000,2.860000000000000,17707.000000000000000,30 Juni 2019,3175051003,25609.000000000000000,3175051003,CIJANTUNG,317505.000000000000000,,,,,10284.131947139016120,2822359.884579045698047
237,25645.000000000000000,31888888,DANAU SUNTER,318888.000000000000000,DKI JAKARTA, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , ,0.000000000000000, , ,0.000000000000000,126480.965223948995117,0.859100631441988,0.000000000000000,,1817.082292993832198,147224.856768101686612
238,25646.000000000000000,31888888,DANAU SUNTER DLL,318888.000000000000000,DKI JAKARTA, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , ,0.000000000000000, , ,0.000000000000000,126480.965223948995117,0.252729182854814,0.000000000000000,,3503.724139642882619,500460.471488164330367
239,25612.000000000000000,3175051005,PEKAYON,317505.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,53410.000000000000000,16559.000000000000000,3.220000000000000,16572.000000000000000,30 Juni 2019,3175051005,25611.000000000000000,3175051005,PEKAYON,317505.000000000000000,,,,,10104.047358222418552,2976007.658356280997396
240,25613.000000000000000,3175061001,JATINEGARA,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,105365.000000000000000,34673.000000000000000,6.680000000000000,15763.000000000000000,30 Juni 2019,3175061001,25612.000000000000000,3175061001,JATINEGARA,317506.000000000000000,1347819.874155366793275,0.203941023022724,21488.245890789359692,20.394102302272444,11514.080816572892218,6608870.810543491505086
241,25614.000000000000000,3175061002,RAWA TERATE,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,31569.000000000000000,10651.000000000000000,4.150000000000000,7606.000000000000000,30 Juni 2019,3175061002,25613.000000000000000,3175061002,RAWA TERATE,317506.000000000000000,1497614.353908270597458,0.364919750953415,11520.151617848347087,36.491975095341466,13063.010289551255482,4103955.315711665432900
242,25615.000000000000000,3175061003,PENGGILINGAN,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,120083.000000000000000,37680.000000000000000,4.420000000000000,27167.000000000000000,30 Juni 2019,3175061003,25614.000000000000000,3175061003,PENGGILINGAN,317506.000000000000000,1284366.981102013029158,0.293882530553615,35290.295916469716758,29.388253055361474,11393.875572845128772,4370341.370874794200063
243,25616.000000000000000,3175061004,CAKUNG TIMUR,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,73270.000000000000000,22810.000000000000000,9.130000000000001,8029.000000000000000,30 Juni 2019,3175061004,25615.000000000000000,3175061004,CAKUNG TIMUR,317506.000000000000000,507393.240803648484871,0.056225896286481,4119.671420910458437,5.622589628648094,17111.189159050209128,9014469.533476445823908
244,25617.000000000000000,3175061005,PULO GEBANG,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,117589.000000000000000,36633.000000000000000,6.930000000000000,16960.000000000000000,30 Juni 2019,3175061005,25616.000000000000000,3175061005,PULO GEBANG,317506.000000000000000,1279859.856582364533097,0.186692721525821,21953.010431499740662,18.669272152582078,13269.937026827034060,6724103.678918735124171
245,25618.000000000000000,3175061006,UJUNG MENTENG,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,36390.000000000000000,11316.000000000000000,3.830000000000000,9495.000000000000000,30 Juni 2019,3175061006,25617.000000000000000,3175061006,UJUNG MENTENG,317506.000000000000000,707026.819017342757434,0.186561490851922,6788.972652101446329,18.656149085192215,9901.786363340330354,3789778.993450074456632
246,25619.000000000000000,3175061007,CAKUNG BARAT,317506.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,72686.000000000000000,23375.000000000000000,6.110000000000000,11903.000000000000000,30 Juni 2019,3175061007,25618.000000000000000,3175061007,CAKUNG BARAT,317506.000000000000000,1066165.439237967599183,0.176564145876319,12833.741507166130759,17.656414587631911,13786.542477663419049,6038402.835532878525555
247,25621.000000000000000,3175071002,PONDOK BAMBU,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,75193.000000000000000,23926.000000000000000,4.640000000000000,16195.000000000000000,30 Juni 2019,3175071002,25620.000000000000000,3175071002,PONDOK BAMBU,317507.000000000000000,,,,,9466.519040397706704,4590000.672466394491494
248,25623.000000000000000,3175071004,PONDOK KELAPA,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,86731.000000000000000,26504.000000000000000,5.880000000000000,14762.000000000000000,30 Juni 2019,3175071004,25622.000000000000000,3175071004,PONDOK KELAPA,317507.000000000000000,,,,,11619.843012456787619,5794943.426123719662428
249,25624.000000000000000,3175071005,MALAKA SARI,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,33599.000000000000000,10544.000000000000000,1.280000000000000,26234.000000000000000,30 Juni 2019,3175071005,25623.000000000000000,3175071005,MALAKA SARI,317507.000000000000000,345370.838364429364447,0.272757509166176,9164.379550474350253,27.275750916617607,5007.027330776935742,1266219.358800545334816
250,25625.000000000000000,3175071006,MALAKA JAYA,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,38024.000000000000000,12060.000000000000000,1.110000000000000,34202.000000000000000,30 Juni 2019,3175071006,25624.000000000000000,3175071006,MALAKA JAYA,317507.000000000000000,147681.604228368611075,0.134360102288512,5108.908529418366925,13.436010228851163,5114.151657246533432,1099147.750805158633739
251,25630.000000000000000,3175081004,HALIM PERDANA KUSUMA,317508.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,35653.000000000000000,9536.000000000000000,13.140000000000001,2713.000000000000000,30 Juni 2019,3175081004,25629.000000000000000,3175081004,HALIM PERDANA KUSUMA,317508.000000000000000,159898.209986149624456,0.012310890578906,438.920181809726046,1.231089057890573,20118.730824243222742,12974163.361062113195658
252,25631.000000000000000,3175081005,CIPINANG MELAYU,317508.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,52190.000000000000000,16506.000000000000000,2.480000000000000,21027.000000000000000,30 Juni 2019,3175081005,25630.000000000000000,3175081005,CIPINANG MELAYU,317508.000000000000000,51538.370123740911367,0.021005283048479,1096.265722300113794,2.100528304847890,13640.351284761998613,2344839.337095036171377
253,25633.000000000000000,3175091002,CIBUBUR,317509.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,79968.000000000000000,24727.000000000000000,4.860000000000000,16441.000000000000000,30 Juni 2019,3175091002,25632.000000000000000,3175091002,CIBUBUR,317509.000000000000000,,,,,14688.652806255986434,4790142.400814516469836
254,25634.000000000000000,3175091003,KELAPA DUA WETAN,317509.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,56330.000000000000000,18155.000000000000000,3.410000000000000,16501.000000000000000,30 Juni 2019,3175091003,25633.000000000000000,3175091003,KELAPA DUA WETAN,317509.000000000000000,,,,,8887.576936972865951,3373236.839780255686492
255,25635.000000000000000,3175091004,SUSUKAN,317509.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,46394.000000000000000,15052.000000000000000,2.430000000000000,19122.000000000000000,30 Juni 2019,3175091004,25634.000000000000000,3175091004,SUSUKAN,317509.000000000000000,582766.284850668162107,0.243060169760694,11276.533515877617901,24.306016976069358,7851.671483060989885,2397621.486359897069633
256,25636.000000000000000,3175091005,RAMBUTAN,317509.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,45470.000000000000000,14194.000000000000000,2.570000000000000,17671.000000000000000,30 Juni 2019,3175091005,25635.000000000000000,3175091005,RAMBUTAN,317509.000000000000000,1833122.641287602484226,0.720877331338075,32778.292255942280462,72.087733133807518,11459.998249433701858,2542905.107605602592230
257,25638.000000000000000,3175101002,CILANGKAP,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,33198.000000000000000,9999.000000000000000,5.530000000000000,5999.000000000000000,30 Juni 2019,3175101002,25637.000000000000000,3175101002,CILANGKAP,317510.000000000000000,,,,,15301.035366206111576,5467977.144643505103886
258,25639.000000000000000,3175101003,PONDOK RANGGON,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,30351.000000000000000,9097.000000000000000,4.700000000000000,6458.000000000000000,30 Juni 2019,3175101003,25638.000000000000000,3175101003,PONDOK RANGGON,317510.000000000000000,,,,,17062.567285601217009,4567045.715218898840249
259,25640.000000000000000,3175101004,MUNJUL,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,28722.000000000000000,8889.000000000000000,2.070000000000000,13848.000000000000000,30 Juni 2019,3175101004,25639.000000000000000,3175101004,MUNJUL,317510.000000000000000,,,,,6429.442370881885836,2049410.279174842173234
260,25641.000000000000000,3175101005,SETU,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,24722.000000000000000,7529.000000000000000,2.940000000000000,8406.000000000000000,30 Juni 2019,3175101005,25640.000000000000000,3175101005,SETU,317510.000000000000000,,,,,10305.544758896732674,2900511.645489373244345
261,25642.000000000000000,3175101006,BAMBU APUS,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,31774.000000000000000,9996.000000000000000,3.080000000000000,10308.000000000000000,30 Juni 2019,3175101006,25641.000000000000000,3175101006,BAMBU APUS,317510.000000000000000,,,,,10216.601189947743478,3046303.407552857883275
262,25643.000000000000000,3175101007,LUBANG BUAYA,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,77650.000000000000000,23362.000000000000000,3.710000000000000,20940.000000000000000,30 Juni 2019,3175101007,25642.000000000000000,3175101007,LUBANG BUAYA,317510.000000000000000,76217.503436167899054,0.020795383130083,1614.761500050977929,2.079538313008342,12871.416205522653399,3660897.500833176542073
