OID_,OBJECT_ID,KODE_DESA,DESA,KODE,PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,JUMLAH_KK,LUAS_WILAY,KEPADATAN,GENERATED,KODE_DES_1,LUAS_DESA,KODE_DES_3,DESA_KEL_1,KODE_12,SUM_Covered_Area,CoverageRate,Pop_Terlayani,PCSB_Persen,Shape_Length,Shape_Area
59,25520.000000000000000,3174011006,MANGGARAI SELATAN,317401.000000000000000,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,28306.000000000000000,9343.000000000000000,0.570000000000000,49780.000000000000000,30 Juni 2019,3174011006,25519.000000000000000,3174011006,MANGGARAI SELATAN,317401.000000000000000,,,,,3571.842510335562110,562124.686216776608489
60,25522.000000000000000,3174021001,SETIA BUDI,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,SETIA BUDI,3632.000000000000000,1321.000000000000000,0.680000000000000,5340.000000000000000,30 Juni 2019,3174021001,25521.000000000000000,3174021001,SETIA BUDI,317402.000000000000000,639641.451167016522959,0.951231552779341,3454.872999694564896,95.123155277934060,3486.112524697159643,672435.067256996175274
61,25523.000000000000000,3174021002,KARET SEMANGGI,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,KARET SEMANGGI,3275.000000000000000,1222.000000000000000,0.920000000000000,3572.000000000000000,30 Juni 2019,3174021002,25522.000000000000000,3174021002,KARET SEMANGGI,317402.000000000000000,813055.323182209162042,0.897010731221106,2937.710144749122264,89.701073122110614,4414.530479360762911,906405.347842564107850
62,25524.000000000000000,3174021003,KARET KUNINGAN,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,KARET KUNINGAN,19490.000000000000000,6497.000000000000000,1.760000000000000,11070.000000000000000,30 Juni 2019,3174021003,25523.000000000000000,3174021003,KARET KUNINGAN,317402.000000000000000,1003578.911176908761263,0.576625770652466,11238.436270016569324,57.662577065246637,6355.577522594237962,1740433.678573426092044
63,25526.000000000000000,3174021005,MENTENG ATAS,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,MENTENG ATAS,34110.000000000000000,11397.000000000000000,1.070000000000000,31903.000000000000000,30 Juni 2019,3174021005,25525.000000000000000,3174021005,MENTENG ATAS,317402.000000000000000,142120.270390949066496,0.134463261571628,4586.541852208233649,13.446326157162808,5925.792454154122424,1056944.989875787170604
64,25527.000000000000000,3174021006,PASAR MANGGIS,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,PASAR MANGGIS,32972.000000000000000,10983.000000000000000,0.790000000000000,41799.000000000000000,30 Juni 2019,3174021006,25526.000000000000000,3174021006,PASAR MANGGIS,317402.000000000000000,500677.577788036025595,0.642040551829203,21169.361074912489130,64.204055182920328,4523.341460243469555,779822.360340244485997
65,25528.000000000000000,3174021007,GUNTUR,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,GUNTUR,4780.000000000000000,1706.000000000000000,0.560000000000000,8583.000000000000000,30 Juni 2019,3174021007,25527.000000000000000,3174021007,GUNTUR,317402.000000000000000,523137.916341722884681,0.950185177957682,4541.885150637718652,95.018517795768176,3441.481987003174254,550564.175507415202446
66,25529.000000000000000,3174021008,KUNINGAN TIMUR,317402.000000000000000,DKI JAKARTA,JAKARTA SELATAN,SETIABUDI,KUNINGAN TIMUR,7309.000000000000000,2515.000000000000000,2.240000000000000,3267.000000000000000,30 Juni 2019,3174021008,25528.000000000000000,3174021008,KUNINGAN TIMUR,317402.000000000000000,1751865.075969675090164,0.792278436339468,5790.763091205170895,79.227843633946790,6150.857731480405164,2211173.481321290601045
67,25530.000000000000000,3174031001,MAMPANG PRAPATAN,317403.000000000000000,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,22650.000000000000000,7256.000000000000000,0.790000000000000,28682.000000000000000,30 Juni 2019,3174031001,25529.000000000000000,3174031001,MAMPANG PRAPATAN,317403.000000000000000,743359.561769002815709,0.952299655540840,21569.587198000015633,95.229965554083947,4350.866731437236012,780594.175769355613738
68,25531.000000000000000,3174031002,BANGKA,317403.000000000000000,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,26261.000000000000000,8823.000000000000000,3.200000000000000,8210.000000000000000,30 Juni 2019,3174031002,25530.000000000000000,3174031002,BANGKA,317403.000000000000000,128830.944577296919306,0.040752169685131,1070.192728101216971,4.075216968513069,8690.286071986472962,3161327.257177249062806
69,25538.000000000000000,3174041004,RAGUNAN,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,48260.000000000000000,15571.000000000000000,4.720000000000000,10224.000000000000000,30 Juni 2019,3174041004,25537.000000000000000,3174041004,RAGUNAN,317404.000000000000000,2039224.131122841034085,0.437172658436042,21097.952496123398305,43.717265843604224,12355.550431663124982,4664573.811091528274119
70,25539.000000000000000,3174041005,PEJATEN TIMUR,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,71144.000000000000000,22567.000000000000000,2.920000000000000,24362.000000000000000,30 Juni 2019,3174041005,25538.000000000000000,3174041005,PEJATEN TIMUR,317404.000000000000000,,,,,15245.109302634515188,2886262.674751959741116
71,25540.000000000000000,3174041006,PEJATEN BARAT,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,45297.000000000000000,14483.000000000000000,3.020000000000000,14984.000000000000000,30 Juni 2019,3174041006,25539.000000000000000,3174041006,PEJATEN BARAT,317404.000000000000000,650885.085237610968761,0.217849733530750,9867.939379742399979,21.784973353075038,10572.382868016929933,2987770.858552157413214
72,25541.000000000000000,3174041007,KEBAGUSAN,317404.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,54249.000000000000000,17036.000000000000000,2.750000000000000,19709.000000000000000,30 Juni 2019,3174041007,25540.000000000000000,3174041007,KEBAGUSAN,317404.000000000000000,,,,,7396.993161580629021,2720076.415762224700302
73,25542.000000000000000,3174051001,KEBAYORAN LAMA UTARA,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,52421.000000000000000,16958.000000000000000,1.990000000000000,26403.000000000000000,30 Juni 2019,3174051001,25541.000000000000000,3174051001,KEBAYORAN LAMA UTARA,317405.000000000000000,423786.540612283744849,0.215956194329554,11320.639662949568446,21.595619432955434,9420.855574781338873,1962372.701266381656751
74,25544.000000000000000,3174051003,CIPULIR,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,48638.000000000000000,15495.000000000000000,1.890000000000000,25711.000000000000000,30 Juni 2019,3174051003,25543.000000000000000,3174051003,CIPULIR,317405.000000000000000,1499035.739446443039924,0.801701209172412,38993.143411727774946,80.170120917241206,7097.739686317037922,1869818.485811791848391
75,25546.000000000000000,3174051005,GROGOL SELATAN,317405.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,54015.000000000000000,17223.000000000000000,3.150000000000000,17122.000000000000000,30 Juni 2019,3174051005,25545.000000000000000,3174051005,GROGOL SELATAN,317405.000000000000000,523334.693857868667692,0.167823499850352,9064.986344416778593,16.782349985035228,10171.583914979753899,3118363.603334074374288
76,25558.000000000000000,3174071006,SENAYAN,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3408.000000000000000,1230.000000000000000,1.450000000000000,2355.000000000000000,30 Juni 2019,3174071006,25557.000000000000000,3174071006,SENAYAN,317407.000000000000000,1036695.332809340674430,0.724621393551701,2469.509709224196286,72.462139355170081,6165.972811992549396,1430671.709601896815002
77,25550.000000000000000,3174061003,PONDOK LABU,317406.000000000000000,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,55767.000000000000000,17149.000000000000000,3.550000000000000,15708.000000000000000,30 Juni 2019,3174061003,25549.000000000000000,3174061003,PONDOK LABU,317406.000000000000000,,,,,10177.506711249237924,3447236.815643494017422
78,25551.000000000000000,3174061004,GANDARIA SELATAN,317406.000000000000000,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,26710.000000000000000,8674.000000000000000,1.620000000000000,16501.000000000000000,30 Juni 2019,3174061004,25550.000000000000000,3174061004,GANDARIA SELATAN,317406.000000000000000,91350.470838347231620,0.057101359195381,1525.177304108632370,5.710135919538122,6396.098813063819762,1599795.029240695992485
79,25552.000000000000000,3174061005,CIPETE SELATAN,317406.000000000000000,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,32280.000000000000000,10629.000000000000000,2.410000000000000,13415.000000000000000,30 Juni 2019,3174061005,25551.000000000000000,3174061005,CIPETE SELATAN,317406.000000000000000,,,,,6813.655438956895523,2378227.271493998821825
80,25559.000000000000000,3174071007,PULO,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,6776.000000000000000,2250.000000000000000,1.120000000000000,6052.000000000000000,30 Juni 2019,3174071007,25558.000000000000000,3174071007,PULO,317407.000000000000000,,,,,6204.788151026081323,1106708.543306011473760
81,25561.000000000000000,3174071009,GANDARIA UTARA,317407.000000000000000,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,48110.000000000000000,15698.000000000000000,1.570000000000000,30709.000000000000000,30 Juni 2019,3174071009,25560.000000000000000,3174071009,GANDARIA UTARA,317407.000000000000000,29930.810944331980863,0.019329753941013,929.954462102153343,1.932975394101337,6048.040147911538043,1548432.080330322729424
82,25578.000000000000000,3174101004,PETUKANGAN SELATAN,317410.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,45231.000000000000000,13954.000000000000000,2.130000000000000,21279.000000000000000,30 Juni 2019,3174101004,25577.000000000000000,3174101004,PETUKANGAN SELATAN,317410.000000000000000,617366.475146679556929,0.293848857645259,13291.077680152700850,29.384885764525880,6211.681440495151037,2096015.619052710477263
83,25564.000000000000000,3174081002,KALIBATA,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,51670.000000000000000,16430.000000000000000,2.370000000000000,21774.000000000000000,30 Juni 2019,3174081002,25563.000000000000000,3174081002,KALIBATA,317408.000000000000000,698414.220310629811138,0.297768253889128,15385.685678451234708,29.776825388912780,10422.209435396815024,2345495.904544186312705
84,25565.000000000000000,3174081003,RAWAJATI,317408.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,24671.000000000000000,8580.000000000000000,1.500000000000000,16423.000000000000000,30 Juni 2019,3174081003,25564.000000000000000,3174081003,RAWAJATI,317408.000000000000000,,,,,7473.430166534079945,1484853.973611720371991
85,25572.000000000000000,3174091004,LENTENG AGUNG,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,65606.000000000000000,20592.000000000000000,3.190000000000000,20548.000000000000000,30 Juni 2019,3174091004,25571.000000000000000,3174091004,LENTENG AGUNG,317409.000000000000000,,,,,14140.110625472916581,3153384.850043525453657
86,25569.000000000000000,3174091001,JAGAKARSA,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,75047.000000000000000,23205.000000000000000,5.250000000000000,14284.000000000000000,30 Juni 2019,3174091001,25568.000000000000000,3174091001,JAGAKARSA,317409.000000000000000,,,,,12816.427388125199286,5184626.335867727175355
87,25574.000000000000000,3174091006,CIPEDAK,317409.000000000000000,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,45772.000000000000000,13778.000000000000000,4.160000000000000,11002.000000000000000,30 Juni 2019,3174091006,25573.000000000000000,3174091006,CIPEDAK,317409.000000000000000,,,,,9357.863904094214377,4050750.702209162991494
88,25576.000000000000000,3174101002,BINTARO,317410.000000000000000,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,63832.000000000000000,20047.000000000000000,4.480000000000000,14246.000000000000000,30 Juni 2019,3174101002,25575.000000000000000,3174101002,BINTARO,317410.000000000000000,28121.912690613102313,0.006350726938737,405.379601953434872,0.635072693873660,13392.000852062594277,4416284.522092277184129
89,25580.000000000000000,3175011001,PISANGAN BARU,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,38845.000000000000000,13019.000000000000000,0.810000000000000,47859.000000000000000,30 Juni 2019,3175011001,25579.000000000000000,3175011001,PISANGAN BARU,317501.000000000000000,552790.817573953070678,0.688896974534771,26760.202975803164009,68.889697453477055,3667.477380908774194,802428.865252827876247
90,25584.000000000000000,3175011005,KEBON MANGGIS,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,20178.000000000000000,6980.000000000000000,0.780000000000000,25914.000000000000000,30 Juni 2019,3175011005,25583.000000000000000,3175011005,KEBON MANGGIS,317501.000000000000000,761736.486240184633061,0.989532630877746,19966.789425851151464,98.953263087774573,5340.561509539694271,769794.208140852744691
91,25585.000000000000000,3175011006,UTAN KAYU SELATAN,317501.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,40810.000000000000000,13315.000000000000000,1.150000000000000,35571.000000000000000,30 Juni 2019,3175011006,25584.000000000000000,3175011006,UTAN KAYU SELATAN,317501.000000000000000,445907.068236317136325,0.393127847736104,16043.547466110403548,39.312784773610396,4736.340016935631866,1134254.596320641227067
92,25589.000000000000000,3175021004,JATINEGARA KAUM,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,30189.000000000000000,9724.000000000000000,1.320000000000000,22880.000000000000000,30 Juni 2019,3175021004,25588.000000000000000,3175021004,JATINEGARA KAUM,317502.000000000000000,539930.406142299412750,0.413887248396057,12494.842141828552485,41.388724839605665,7606.523300605839722,1304535.014113147044554
93,25592.000000000000000,3175021007,JATI,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,JATI,39694.000000000000000,12805.000000000000000,2.090000000000000,18976.000000000000000,30 Juni 2019,3175021007,25591.000000000000000,3175021007,JATI,317502.000000000000000,1256670.199045642744750,0.607627352903813,24119.160146163940226,60.762735290381265,6370.976289212151642,2068159.362872812664136
94,25598.000000000000000,3175031006,CIPINANG MUARA,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,67965.000000000000000,21914.000000000000000,2.740000000000000,24792.000000000000000,30 Juni 2019,3175031006,25597.000000000000000,3175031006,CIPINANG MUARA,317503.000000000000000,400126.848888201173395,0.147643322477242,10034.578412165727059,14.764332247724163,9426.509567702461936,2710091.061387138441205
95,25599.000000000000000,3175031007,CIPINANG BESAR SELATAN,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,43554.000000000000000,13816.000000000000000,1.720000000000000,25346.000000000000000,30 Juni 2019,3175031007,25598.000000000000000,3175031007,CIPINANG BESAR SELATAN,317503.000000000000000,653556.296456920681521,0.384727907736563,16756.439293558265490,38.472790773656300,7700.206616585828669,1698749.384010099805892
96,25600.000000000000000,3175031008,CIPINANG BESAR UTARA,317503.000000000000000,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,59863.000000000000000,19159.000000000000000,1.110000000000000,54100.000000000000000,30 Juni 2019,3175031008,25599.000000000000000,3175031008,CIPINANG BESAR UTARA,317503.000000000000000,869416.832495048758574,0.794767216875710,47577.149903830650146,79.476721687571043,5213.473973695548921,1093926.390060213627294
97,25602.000000000000000,3175041002,TENGAH,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,TENGAH,54617.000000000000000,17041.000000000000000,2.110000000000000,25907.000000000000000,30 Juni 2019,3175041002,25601.000000000000000,3175041002,TENGAH,317504.000000000000000,438926.304957480635494,0.210656149078188,11505.406894203370030,21.065614907818755,8230.834277359439511,2083614.963212670758367
98,25603.000000000000000,3175041003,DUKUH,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,DUKUH,30640.000000000000000,9520.000000000000000,1.720000000000000,17863.000000000000000,30 Juni 2019,3175041003,25602.000000000000000,3175041003,DUKUH,317504.000000000000000,389454.749198775913101,0.229730289284410,7038.936063674319485,22.973028928440993,7624.410319759973390,1695269.479855871759355
99,25605.000000000000000,3175041005,BALEKAMBANG,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,35376.000000000000000,10950.000000000000000,1.710000000000000,20722.000000000000000,30 Juni 2019,3175041005,25604.000000000000000,3175041005,BALEKAMBANG,317504.000000000000000,,,,,10753.227976787346051,1687282.921987502835691
100,25606.000000000000000,3175041006,CILILITAN,317504.000000000000000,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CILILITAN,49559.000000000000000,16443.000000000000000,1.760000000000000,28113.000000000000000,30 Juni 2019,3175041006,25605.000000000000000,3175041006,CILILITAN,317504.000000000000000,1080905.445824138820171,0.620329355562620,30742.902532327898371,62.032935556262025,8401.887797505476556,1742470.255154806887731
101,25611.000000000000000,3175051004,KALISARI,317505.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,52424.000000000000000,15632.000000000000000,2.630000000000000,19939.000000000000000,30 Juni 2019,3175051004,25610.000000000000000,3175051004,KALISARI,317505.000000000000000,,,,,10247.483577517343292,2153483.481874004006386
102,25620.000000000000000,3175071001,DUREN SAWIT,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,74118.000000000000000,22836.000000000000000,4.160000000000000,17819.000000000000000,30 Juni 2019,3175071001,25619.000000000000000,3175071001,DUREN SAWIT,317507.000000000000000,479.758030239289383,0.000116673905754,8.647636546638951,0.011667390575351,9310.925623080785954,4111956.532873519230634
103,25622.000000000000000,3175071003,KLENDER,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,86925.000000000000000,27677.000000000000000,3.030000000000000,28695.000000000000000,30 Juni 2019,3175071003,25621.000000000000000,3175071003,KLENDER,317507.000000000000000,1429222.853601336479187,0.477223801305608,41482.678928489956888,47.722380130560779,9213.187540051707401,2994869.176948891952634
104,25626.000000000000000,3175071007,PONDOK KOPI,317507.000000000000000,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,43303.000000000000000,13320.000000000000000,1.990000000000000,21797.000000000000000,30 Juni 2019,3175071007,25625.000000000000000,3175071007,PONDOK KOPI,317507.000000000000000,31675.385827911355591,0.016127432968079,698.366229816714963,1.612743296807877,6560.369747358216046,1964068.670216254191473
105,25628.000000000000000,3175081002,PINANGRANTI,317508.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANGRANTI,33350.000000000000000,10630.000000000000000,2.310000000000000,14466.000000000000000,30 Juni 2019,3175081002,25627.000000000000000,3175081002,PINANGRANTI,317508.000000000000000,969250.324066815432161,0.425371440550432,14186.137542356915219,42.537144055043221,8331.266362058355298,2278597.550263672601432
106,25629.000000000000000,3175081003,KEBON PALA,317508.000000000000000,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,57830.000000000000000,18815.000000000000000,2.090000000000000,27727.000000000000000,30 Juni 2019,3175081003,25628.000000000000000,3175081003,KEBON PALA,317508.000000000000000,587009.438698283629492,0.284732562029975,16466.084062193447608,28.473256202997486,8296.877938688641734,2061616.818191776517779
107,25632.000000000000000,3175091001,CIRACAS,317509.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,78952.000000000000000,25108.000000000000000,3.570000000000000,22119.000000000000000,30 Juni 2019,3175091001,25631.000000000000000,3175091001,CIRACAS,317509.000000000000000,,,,,9446.996485738933188,3527387.948746294714510
108,25637.000000000000000,3175101001,CIPAYUNG,317510.000000000000000,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,31625.000000000000000,9405.000000000000000,2.950000000000000,10721.000000000000000,30 Juni 2019,3175101001,25636.000000000000000,3175101001,CIPAYUNG,317510.000000000000000,,,,,9711.273983421933735,2914979.469681956339628
109,25395.000000000000000,3171031001,KEMAYORAN,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,26177.000000000000000,8758.000000000000000,0.600000000000000,43687.000000000000000,30 Juni 2019,3171031001,25394.000000000000000,3171031001,KEMAYORAN,317103.000000000000000,161979.748587369045708,0.273399791479421,7156.786341556793559,27.339979147942060,3314.587449839693363,592464.781460122321732
110,25402.000000000000000,3171031008,UTAN PANJANG,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,37531.000000000000000,12423.000000000000000,0.540000000000000,68902.000000000000000,30 Juni 2019,3171031008,25401.000000000000000,3171031008,UTAN PANJANG,317103.000000000000000,162281.851512191060465,0.301308298359872,11308.401745744346044,30.130829835987171,3435.094563362372355,538590.708073250600137
111,25587.000000000000000,3175021002,PISANGAN TIMUR,317502.000000000000000,DKI JAKARTA,JAKARTA TIMUR,PULOGADUNG,PISANGAN TIMUR,50332.000000000000000,16400.000000000000000,1.880000000000000,26838.000000000000000,30 Juni 2019,3175021002,25586.000000000000000,3175021002,PISANGAN TIMUR,317502.000000000000000,1021865.433535863063298,0.551140578884844,27740.007616431987117,55.114057888484439,6214.651099965474714,1854092.172513355035335
112,25443.000000000000000,3172031004,RAWA BADAK UTARA,317203.000000000000000,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,43557.000000000000000,13814.000000000000000,1.290000000000000,33823.000000000000000,30 Juni 2019,3172031004,25442.000000000000000,3172031004,RAWA BADAK UTARA,317203.000000000000000,572935.372684357455000,0.449842287753700,19593.780527687926224,44.984228775370035,5721.043946373983090,1273636.090444300323725
113,25469.000000000000000,3173021005,TANJUNG DUREN SELATAN,317302.000000000000000,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,30306.000000000000000,10595.000000000000000,1.320000000000000,22916.000000000000000,30 Juni 2019,3173021005,25468.000000000000000,3173021005,TANJUNG DUREN SELATAN,317302.000000000000000,382505.831345003040042,0.292549249044893,8865.997541554530471,29.254924904489311,4558.560231031301555,1307492.098465951858088
114,25470.000000000000000,3173021006,JELAMBAR BARU,317302.000000000000000,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,46743.000000000000000,15149.000000000000000,1.450000000000000,32326.000000000000000,30 Juni 2019,3173021006,25469.000000000000000,3173021006,JELAMBAR BARU,317302.000000000000000,266929.397552727488801,0.186694300224239,8726.651675381624955,18.669430022423946,5501.836451981202117,1429767.259933574358001
115,25396.000000000000000,3171031002,KEBON KOSONG,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,37472.000000000000000,12691.000000000000000,1.010000000000000,37190.000000000000000,30 Juni 2019,3171031002,25395.000000000000000,3171031002,KEBON KOSONG,317103.000000000000000,715114.218059489969164,0.717770978864888,26896.314120025068405,71.777097886488761,5665.664477614983298,996298.596839104895480
116,25398.000000000000000,3171031004,SERDANG,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,37782.000000000000000,12189.000000000000000,0.820000000000000,45901.000000000000000,30 Juni 2019,3171031004,25397.000000000000000,3171031004,SERDANG,317103.000000000000000,7955.996667315755985,0.009774969807780,369.317909277545766,0.977496980778005,3620.366596106179713,813915.215825755149126
117,25399.000000000000000,3171031005,GUNUNG SAHARI SELATAN,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,24164.000000000000000,8164.000000000000000,1.570000000000000,15376.000000000000000,30 Juni 2019,3171031005,25398.000000000000000,3171031005,GUNUNG SAHARI SELATAN,317103.000000000000000,779280.954926641425118,0.501485824105132,12117.903453676399295,50.148582410513157,6980.523218956306664,1553944.136615398339927
118,25401.000000000000000,3171031007,SUMUR BATU,317103.000000000000000,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,28834.000000000000000,9575.000000000000000,1.160000000000000,24918.000000000000000,30 Juni 2019,3171031007,25400.000000000000000,3171031007,SUMUR BATU,317103.000000000000000,543859.572883253218606,0.475308596786240,13705.048079734433486,47.530859678623969,5072.023392112792862,1144224.144183271797374
119,25388.000000000000000,3171011005,KEBON KELAPA,317101.000000000000000,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,12858.000000000000000,4608.000000000000000,0.790000000000000,16184.000000000000000,30 Juni 2019,3171011005,25387.000000000000000,3171011005,KEBON KELAPA,317101.000000000000000,626051.604203353635967,0.796933974791599,10246.977047870384922,79.693397479159941,3772.309594732484129,785575.247039164532907
120,25389.000000000000000,3171011006,DURI PULO,317101.000000000000000,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,25256.000000000000000,8005.000000000000000,0.690000000000000,36500.000000000000000,30 Juni 2019,3171011006,25388.000000000000000,3171011006,DURI PULO,317101.000000000000000,54624.963348771540041,0.079843218727788,2016.520332189023975,7.984321872778841,4057.832017576433827,684152.826885399641469
121,25392.000000000000000,3171021003,KARTINI,317102.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,28269.000000000000000,9786.000000000000000,0.570000000000000,49718.000000000000000,30 Juni 2019,3171021003,25391.000000000000000,3171021003,KARTINI,317102.000000000000000,118257.738897818911937,0.210338531888515,5946.059957956417747,21.033853188851452,3303.512043999841353,562225.750251498888247
122,25393.000000000000000,3171021004,GUNUNG SAHARI UTARA,317102.000000000000000,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,20677.000000000000000,7103.000000000000000,1.320000000000000,15709.000000000000000,30 Juni 2019,3171021004,25392.000000000000000,3171021004,GUNUNG SAHARI UTARA,317102.000000000000000,415396.756110840826295,0.319160762994875,6599.287096445031239,31.916076299487507,6362.386672931467729,1301528.263591265073046
123,25384.000000000000000,3171011001,GAMBIR,317101.000000000000000,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,3088.000000000000000,1088.000000000000000,2.560000000000000,1208.000000000000000,30 Juni 2019,3171011001,25383.000000000000000,3171011001,GAMBIR,317101.000000000000000,2288607.560585797298700,0.905596602553485,2796.482308685161115,90.559660255348490,7733.395313355035796,2527182.141215392854065
124,25385.000000000000000,3171011002,CIDENG,317101.000000000000000,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,19216.000000000000000,6644.000000000000000,1.270000000000000,15157.000000000000000,30 Juni 2019,3171011002,25384.000000000000000,3171011002,CIDENG,317101.000000000000000,686014.561843864968978,0.547295179826822,10516.824175552206725,54.729517982682175,6033.181531911062848,1253463.554246288491413
125,25387.000000000000000,3171011004,PETOJO SELATAN,317101.000000000000000,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,18388.000000000000000,6512.000000000000000,1.150000000000000,16005.000000000000000,30 Juni 2019,3171011004,25386.000000000000000,3171011004,PETOJO SELATAN,317101.000000000000000,661609.506210448569618,0.582430203097722,10709.726574560903828,58.243020309772156,4547.632298283338059,1135946.425385176436976
